"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40612","Asia (Central)","2016","2016",99.87801,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40613","Asia (South-eastern)","2012","2012",94.03795,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40613","Asia (South-eastern)","2013","2013",94.00063,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40613","Asia (South-eastern)","2014","2014",94.40799,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40613","Asia (South-eastern)","2015","2015",94.51222,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40613","Asia (South-eastern)","2016","2016",94.54269,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40620","Europe","2012","2012",99.41235,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40620","Europe","2013","2013",99.42502,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40620","Europe","2014","2014",99.4305,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40620","Europe","2015","2015",99.44006,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40620","Europe","2016","2016",99.45456,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40330","Landlocked Developing Countries","2012","2012",0.82577,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40330","Landlocked Developing Countries","2013","2013",0.82607,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40330","Landlocked Developing Countries","2014","2014",0.82998,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40330","Landlocked Developing Countries","2015","2015",0.83688,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40330","Landlocked Developing Countries","2016","2016",0.84543,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40675","World","2012","2012",0.91228,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40675","World","2013","2013",0.9135,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40675","World","2014","2014",0.91639,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40675","World","2015","2015",0.91771,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40675","World","2016","2016",0.92008,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40617","Western Asia and Northern Africa","2012","2012",0.84673,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40617","Western Asia and Northern Africa","2013","2013",0.84941,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40617","Western Asia and Northern Africa","2014","2014",0.85289,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40617","Western Asia and Northern Africa","2015","2015",0.85565,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40617","Western Asia and Northern Africa","2016","2016",0.85972,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40603","Africa (Northern)","2012","2012",0.79628,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40603","Africa (Northern)","2013","2013",0.80225,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40603","Africa (Northern)","2014","2014",0.80564,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40603","Africa (Northern)","2015","2015",0.81151,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40603","Africa (Northern)","2016","2016",0.81776,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40614","Asia (Western)","2012","2012",0.89226,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40614","Asia (Western)","2013","2013",0.89213,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40614","Asia (Western)","2014","2014",0.89555,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40614","Asia (Western)","2015","2015",0.89567,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40614","Asia (Western)","2016","2016",0.89773,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40618","Asia (Central and Southern)","2012","2012",0.7745,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40618","Asia (Central and Southern)","2013","2013",0.78068,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40618","Asia (Central and Southern)","2014","2014",0.78866,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40618","Asia (Central and Southern)","2015","2015",0.79402,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40618","Asia (Central and Southern)","2016","2016",0.80165,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40612","Asia (Central)","2012","2012",0.99885,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40612","Asia (Central)","2013","2013",0.99889,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40612","Asia (Central)","2014","2014",0.99887,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40612","Asia (Central)","2015","2015",0.99887,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40612","Asia (Central)","2016","2016",0.99889,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40619","Asia (Eastern and South-eastern)","2012","2012",0.96048,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40619","Asia (Eastern and South-eastern)","2013","2013",0.96113,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40619","Asia (Eastern and South-eastern)","2014","2014",0.96444,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40619","Asia (Eastern and South-eastern)","2015","2015",0.96513,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40619","Asia (Eastern and South-eastern)","2016","2016",0.96641,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40620","Europe","2012","2012",0.99616,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40620","Europe","2013","2013",0.9963,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40620","Europe","2014","2014",0.99647,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40620","Europe","2015","2015",0.99663,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40620","Europe","2016","2016",0.9969,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40550","Small Island Developing States","2012","2012",0.95847,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40550","Small Island Developing States","2013","2013",0.96012,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40550","Small Island Developing States","2014","2014",0.9612,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40550","Small Island Developing States","2015","2015",0.96188,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","40550","Small Island Developing States","2016","2016",0.96239,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40344","Small Island Developing States","2012","2012",73.74747,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40344","Small Island Developing States","2013","2013",74.51153,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40344","Small Island Developing States","2014","2014",75.23494,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40344","Small Island Developing States","2015","2015",75.60112,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40344","Small Island Developing States","2016","2016",75.89,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40675","World","2012","2012",75.59945,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40675","World","2013","2013",75.95056,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40675","World","2014","2014",76.60145,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40675","World","2015","2015",76.99565,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40675","World","2016","2016",77.51004,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40606","Africa (Sub-Saharan) ","2012","2012",34.12244,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40606","Africa (Sub-Saharan) ","2013","2013",34.54962,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40606","Africa (Sub-Saharan) ","2014","2014",35.26962,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40606","Africa (Sub-Saharan) ","2015","2015",35.46733,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40606","Africa (Sub-Saharan) ","2016","2016",36.3546,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40618","Asia (Central and Southern)","2012","2012",41.37914,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40618","Asia (Central and Southern)","2013","2013",41.66817,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40618","Asia (Central and Southern)","2014","2014",42.08012,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40618","Asia (Central and Southern)","2015","2015",42.55186,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40618","Asia (Central and Southern)","2016","2016",43.3542,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40612","Asia (Central)","2012","2012",98.73584,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40612","Asia (Central)","2013","2013",98.7892,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40612","Asia (Central)","2014","2014",98.73607,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40612","Asia (Central)","2015","2015",98.81461,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40612","Asia (Central)","2016","2016",98.86305,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40616","Asia (Southern)","2012","2012",39.35221,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40616","Asia (Southern)","2013","2013",39.68692,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40616","Asia (Southern)","2014","2014",40.14918,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40616","Asia (Southern)","2015","2015",40.66178,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40616","Asia (Southern)","2016","2016",41.50429,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40611","Asia (Eastern)","2012","2012",82.03335,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40611","Asia (Eastern)","2013","2013",83.09366,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40611","Asia (Eastern)","2014","2014",84.16146,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40611","Asia (Eastern)","2015","2015",85.20999,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40611","Asia (Eastern)","2016","2016",86.10205,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40613","Asia (South-eastern)","2012","2012",75.24752,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40613","Asia (South-eastern)","2013","2013",73.07442,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40613","Asia (South-eastern)","2014","2014",75.5047,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40613","Asia (South-eastern)","2015","2015",74.90617,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40613","Asia (South-eastern)","2016","2016",75.51809,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40630","Latin America and the Caribbean","2012","2012",77.17131,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40630","Latin America and the Caribbean","2013","2013",77.37436,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40630","Latin America and the Caribbean","2014","2014",78.28404,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40630","Latin America and the Caribbean","2015","2015",78.69377,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40630","Latin America and the Caribbean","2016","2016",79.41613,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40642","Northern America and Europe","2012","2012",97.52721,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40642","Northern America and Europe","2013","2013",97.63161,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40642","Northern America and Europe","2014","2014",97.74993,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40642","Northern America and Europe","2015","2015",97.81292,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40642","Northern America and Europe","2016","2016",97.89955,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40620","Europe","2012","2012",97.43774,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40620","Europe","2013","2013",97.54211,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40620","Europe","2014","2014",97.66611,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40620","Europe","2015","2015",97.75349,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40620","Europe","2016","2016",97.87541,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40334","Least Developed Countries","2012","2012",18.78423,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40334","Least Developed Countries","2013","2013",19.34885,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40334","Least Developed Countries","2014","2014",19.79638,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40334","Least Developed Countries","2015","2015",19.91921,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40334","Least Developed Countries","2016","2016",20.69766,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40617","Western Asia and Northern Africa","2012","2012",40.22159,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40617","Western Asia and Northern Africa","2013","2013",41.24857,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40617","Western Asia and Northern Africa","2014","2014",41.99653,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40617","Western Asia and Northern Africa","2015","2015",42.52156,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40617","Western Asia and Northern Africa","2016","2016",43.20648,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40603","Africa (Northern)","2012","2012",19.58693,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40603","Africa (Northern)","2013","2013",20.00867,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40603","Africa (Northern)","2014","2014",21.17416,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40603","Africa (Northern)","2015","2015",21.41407,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40603","Africa (Northern)","2016","2016",21.67304,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40614","Asia (Western)","2012","2012",58.33943,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40614","Asia (Western)","2013","2013",59.86669,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40614","Asia (Western)","2014","2014",60.18671,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40614","Asia (Western)","2015","2015",60.85162,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40614","Asia (Western)","2016","2016",61.75618,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40618","Asia (Central and Southern)","2012","2012",28.16704,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40618","Asia (Central and Southern)","2013","2013",28.47759,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40618","Asia (Central and Southern)","2014","2014",28.85297,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40618","Asia (Central and Southern)","2015","2015",29.34337,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40618","Asia (Central and Southern)","2016","2016",29.93675,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40619","Asia (Eastern and South-eastern)","2012","2012",73.62891,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40619","Asia (Eastern and South-eastern)","2013","2013",74.31462,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40619","Asia (Eastern and South-eastern)","2014","2014",76.44912,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40619","Asia (Eastern and South-eastern)","2015","2015",77.08621,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40619","Asia (Eastern and South-eastern)","2016","2016",78.23522,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40611","Asia (Eastern)","2012","2012",74.95255,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40611","Asia (Eastern)","2013","2013",76.35608,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40611","Asia (Eastern)","2014","2014",77.76914,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40611","Asia (Eastern)","2015","2015",79.1585,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40611","Asia (Eastern)","2016","2016",80.34352,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40630","Latin America and the Caribbean","2012","2012",75.13707,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40630","Latin America and the Caribbean","2013","2013",75.45741,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40630","Latin America and the Caribbean","2014","2014",76.36961,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40630","Latin America and the Caribbean","2015","2015",76.69465,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40630","Latin America and the Caribbean","2016","2016",77.45258,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40642","Northern America and Europe","2012","2012",97.14608,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40642","Northern America and Europe","2013","2013",97.25094,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40642","Northern America and Europe","2014","2014",97.3888,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40642","Northern America and Europe","2015","2015",97.4691,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","40642","Northern America and Europe","2016","2016",97.59039,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40330","Landlocked Developing Countries","2012","2012",54.99962,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40330","Landlocked Developing Countries","2013","2013",54.77516,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40330","Landlocked Developing Countries","2014","2014",55.09392,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40330","Landlocked Developing Countries","2015","2015",55.09467,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40330","Landlocked Developing Countries","2016","2016",55.43054,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40675","World","2012","2012",81.69962,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40675","World","2013","2013",82.09134,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40675","World","2014","2014",82.4668,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40675","World","2015","2015",83.00788,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40675","World","2016","2016",83.44387,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40617","Western Asia and Northern Africa","2012","2012",60.15807,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40617","Western Asia and Northern Africa","2013","2013",63.91487,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40617","Western Asia and Northern Africa","2014","2014",64.75932,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40617","Western Asia and Northern Africa","2015","2015",65.30542,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40617","Western Asia and Northern Africa","2016","2016",65.8498,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40603","Africa (Northern)","2012","2012",40.93337,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40603","Africa (Northern)","2013","2013",47.69016,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40603","Africa (Northern)","2014","2014",49.11004,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40603","Africa (Northern)","2015","2015",49.5778,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40603","Africa (Northern)","2016","2016",50.06581,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40616","Asia (Southern)","2012","2012",54.17788,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40616","Asia (Southern)","2013","2013",54.50651,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40616","Asia (Southern)","2014","2014",54.98238,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40616","Asia (Southern)","2015","2015",55.76462,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40616","Asia (Southern)","2016","2016",56.62017,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2012","2012",89.30104,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2013","2013",89.60616,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2014","2014",89.96382,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2015","2015",90.88904,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2016","2016",91.38332,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40630","Latin America and the Caribbean","2012","2012",79.74135,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40630","Latin America and the Caribbean","2013","2013",79.81793,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40630","Latin America and the Caribbean","2014","2014",80.70075,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40630","Latin America and the Caribbean","2015","2015",81.2328,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40630","Latin America and the Caribbean","2016","2016",81.91164,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40642","Northern America and Europe","2012","2012",98.06169,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40642","Northern America and Europe","2013","2013",98.15565,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40642","Northern America and Europe","2014","2014",98.24247,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40642","Northern America and Europe","2015","2015",98.27867,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40334","Least Developed Countries","2012","2012",0.4137,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40334","Least Developed Countries","2013","2013",0.41955,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40334","Least Developed Countries","2014","2014",0.42243,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40334","Least Developed Countries","2015","2015",0.42517,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40334","Least Developed Countries","2016","2016",0.43261,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40603","Africa (Northern)","2012","2012",0.47851,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40603","Africa (Northern)","2013","2013",0.41956,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40603","Africa (Northern)","2014","2014",0.43116,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40603","Africa (Northern)","2015","2015",0.43193,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40603","Africa (Northern)","2016","2016",0.43289,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40616","Asia (Southern)","2012","2012",0.46644,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40616","Asia (Southern)","2013","2013",0.47051,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40616","Asia (Southern)","2014","2014",0.47446,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40616","Asia (Southern)","2015","2015",0.47757,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40616","Asia (Southern)","2016","2016",0.48155,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40619","Asia (Eastern and South-eastern)","2012","2012",0.8245,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40619","Asia (Eastern and South-eastern)","2013","2013",0.82935,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40619","Asia (Eastern and South-eastern)","2014","2014",0.84978,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","40619","Asia (Eastern and South-eastern)","2015","2015",0.84814,,
